ticket_id,created_date,created_hour,created_weekday,classroom,room_attributed,av_configuration,category,subcategory,is_display_signal,is_repeat_14d,status,resolution_hours,resolution_band,requester,assigned_technician
INC0200049,2025-10-02,11,Thursday,WIE-343,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,Yes,Resolved,1082.63,Over a week,Student6870456,D. Lindqvist
INC0200128,2025-10-02,12,Thursday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,610.65,Over a week,Student7291038,A. Okafor
INC0200044,2025-10-03,17,Friday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,17.75,Same day (1-24h),Student4029057,M. Reyes
INC0200744,2025-10-04,16,Saturday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,3.28,Same day (1-24h),Staff4871308,M. Reyes
INC0200469,2025-10-06,17,Monday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,54.23,Within a week,Staff784456,A. Okafor
INC0200438,2025-10-07,9,Tuesday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,109.22,Within a week,Faculty7694426,K. Duval
INC0200155,2025-10-07,12,Tuesday,WIE-246,Yes,NVX early rollout (2021),Setup & Configuration,Event / class AV setup,No,No,Resolved,7.1,Same day (1-24h),Staff5440141,J. Whitfield
INC0200081,2025-10-07,17,Tuesday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,12.87,Same day (1-24h),Faculty8366574,A. Okafor
INC0200326,2025-10-09,12,Thursday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,76.75,Within a week,Faculty701531,S. Patel
INC0200377,2025-10-09,16,Thursday,WIE-258,Yes,NVX early rollout (2021),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.03,Under 1 hour,Student5554064,J. Whitfield
INC0200384,2025-10-10,10,Friday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,No,Resolved,1.97,Same day (1-24h),Faculty5287079,A. Okafor
INC0200502,2025-10-10,15,Friday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,4.18,Same day (1-24h),Student6402352,T. Nakamura
INC0200545,2025-10-10,20,Friday,WIE-148,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,1.22,Same day (1-24h),Faculty8479489,D. Lindqvist
INC0200272,2025-10-13,14,Monday,WIE-508,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,30.32,Within a week,Faculty6857660,D. Lindqvist
INC0200336,2025-10-13,15,Monday,WIE-251,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,3.23,Same day (1-24h),Student5219569,A. Okafor
INC0200385,2025-10-15,10,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,Yes,Resolved,6.2,Same day (1-24h),Faculty7447115,D. Lindqvist
INC0200057,2025-10-15,11,Wednesday,WIE-205,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,15.08,Same day (1-24h),Faculty8016168,A. Okafor
INC0200477,2025-10-15,12,Wednesday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,1543.5,Over a week,Staff6520260,A. Okafor
INC0200378,2025-10-16,11,Thursday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.03,Under 1 hour,Faculty8533599,A. Okafor
INC0200386,2025-10-16,19,Thursday,Unattributed,No,Unattributed,AV Technical Support,Control system / touch panel,No,No,Resolved,43.93,Within a week,Student5527458,M. Reyes
INC0200045,2025-10-17,8,Friday,WIE-355,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,1.88,Same day (1-24h),Faculty9022341,J. Whitfield
INC0200034,2025-10-17,16,Friday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,459.33,Over a week,Faculty4151624,L. Ferreira
INC0200070,2025-10-20,9,Monday,WIE-508,Yes,NVX standard (2023),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,24.2,Within a week,Staff2102452,A. Okafor
INC0200012,2025-10-20,12,Monday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Control system / touch panel,No,No,Resolved,37.4,Within a week,Student1093523,A. Okafor
INC0200341,2025-10-21,10,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,55.92,Within a week,Faculty1262277,R. Calloway
INC0200355,2025-10-21,10,Tuesday,WIE-355,Yes,Legacy matrix (2017),Webconferencing,Camera / PTZ,No,No,Resolved,5.55,Same day (1-24h),Faculty5897095,D. Lindqvist
INC0200524,2025-10-22,15,Wednesday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,17.32,Same day (1-24h),Faculty8620331,A. Okafor
INC0200511,2025-10-23,11,Thursday,WIE-343,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,58.82,Within a week,Faculty2132182,E. Marsh
INC0200226,2025-10-23,14,Thursday,WIE-142,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Open,,Open,Faculty1950405,A. Okafor
INC0200742,2025-10-23,16,Thursday,WIE-105,Yes,NVX standard (2023),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,10.52,Same day (1-24h),Staff1797653,T. Nakamura
INC0200537,2025-10-23,18,Thursday,WIE-110,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Open,,Open,Faculty2856325,A. Okafor
INC0200686,2025-10-24,10,Friday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,150.2,Within a week,Staff3018500,M. Reyes
INC0200383,2025-10-26,15,Sunday,WIE-148,Yes,NVX standard (2023),Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,443.9,Over a week,Student8033215,R. Calloway
INC0200445,2025-10-27,13,Monday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,24.9,Within a week,Faculty5274356,J. Whitfield
INC0200342,2025-10-28,11,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,2.88,Same day (1-24h),Student7232481,D. Lindqvist
INC0200709,2025-10-28,13,Tuesday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,146.15,Within a week,Student2998126,S. Patel
INC0200652,2025-10-28,15,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,44.73,Within a week,Student644084,A. Okafor
INC0200219,2025-10-28,16,Tuesday,Unattributed,No,Unattributed,Consultation,AV consultation / training,No,No,Resolved,115.37,Within a week,Faculty459179,K. Duval
INC0200687,2025-10-29,12,Wednesday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,3308.02,Over a week,Staff5016551,S. Patel
INC0200553,2025-10-30,9,Thursday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.45,Under 1 hour,Faculty9419023,M. Reyes
INC0200376,2025-10-30,9,Thursday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,1.05,Same day (1-24h),Faculty5094411,A. Okafor
INC0200710,2025-10-30,12,Thursday,WIE-544,Yes,NVX standard (2023),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,341.38,Over a week,Faculty373539,R. Calloway
INC0200176,2025-10-30,13,Thursday,WIE-521,Yes,NVX standard (2023),Webconferencing,Camera / PTZ,No,No,Resolved,6.13,Same day (1-24h),Student821416,D. Lindqvist
INC0200664,2025-10-30,17,Thursday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,98.68,Within a week,Staff525635,D. Lindqvist
INC0200580,2025-10-31,14,Friday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,702.1,Over a week,Student3693673,D. Lindqvist
INC0200538,2025-10-31,20,Friday,WIE-110,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,0.63,Under 1 hour,Staff6719342,A. Okafor
INC0200554,2025-11-04,13,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.03,Under 1 hour,Staff196037,M. Reyes
INC0200726,2025-11-04,16,Tuesday,WIE-306,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,12.93,Same day (1-24h),Faculty9769010,M. Reyes
INC0200558,2025-11-04,19,Tuesday,WIE-258,Yes,NVX early rollout (2021),Setup & Configuration,Event / class AV setup,No,No,Resolved,162.67,Within a week,Faculty3974645,T. Nakamura
INC0200401,2025-11-05,16,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,0.45,Under 1 hour,Faculty8525344,S. Patel
INC0200555,2025-11-05,18,Wednesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,2.1,Same day (1-24h),Faculty8085341,J. Whitfield
INC0200468,2025-11-05,20,Wednesday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,2.88,Same day (1-24h),Staff1763489,A. Okafor
INC0200581,2025-11-06,10,Thursday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,Yes,Resolved,225.37,Over a week,Faculty2383297,A. Okafor
INC0200177,2025-11-07,12,Friday,WIE-521,Yes,NVX standard (2023),Webconferencing,Camera / PTZ,No,Yes,Resolved,19.58,Same day (1-24h),Faculty6970467,M. Reyes
INC0200446,2025-11-07,18,Friday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,0.03,Under 1 hour,Faculty3249139,D. Lindqvist
INC0200343,2025-11-08,8,Saturday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,11.22,Same day (1-24h),Staff9194374,A. Okafor
INC0200414,2025-11-13,10,Thursday,WIE-404,Yes,NVX standard (2023),Lecture Capture,Capture scheduling / setup,No,No,Resolved,2365.68,Over a week,Staff1081491,A. Okafor
INC0200424,2025-11-13,20,Thursday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,22.2,Same day (1-24h),Student4716478,S. Patel
INC0200095,2025-11-15,17,Saturday,WIE-105,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,0.15,Under 1 hour,Faculty7081383,M. Reyes
INC0200030,2025-11-17,14,Monday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,0.25,Under 1 hour,Staff2571056,D. Lindqvist
INC0200402,2025-11-18,8,Tuesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,0.18,Under 1 hour,Faculty1995275,D. Lindqvist
INC0200082,2025-11-18,10,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,0.57,Under 1 hour,Faculty1648062,E. Marsh
INC0200706,2025-11-18,13,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,4.23,Same day (1-24h),Student2070229,S. Patel
INC0200175,2025-11-18,16,Tuesday,WIE-251,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,402.87,Over a week,Student7134010,M. Reyes
INC0200585,2025-11-18,21,Tuesday,WIE-251,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,Yes,Resolved,65.5,Within a week,Student5231379,J. Whitfield
INC0200425,2025-11-19,11,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,29.25,Within a week,Faculty3847462,A. Okafor
INC0200090,2025-11-20,9,Thursday,WIE-105,Yes,NVX standard (2023),Webconferencing,Camera / PTZ,No,No,Resolved,159.43,Within a week,Faculty8882409,M. Reyes
INC0200635,2025-11-20,11,Thursday,WIE-312,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,28.63,Within a week,Faculty7201497,M. Reyes
INC0200084,2025-11-20,15,Thursday,WIE-246,Yes,NVX early rollout (2021),Webconferencing,Zoom/Teams AV routing,No,No,Open,,Open,Student3811396,D. Lindqvist
INC0200085,2025-11-25,16,Tuesday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,8.27,Same day (1-24h),Faculty2247643,A. Okafor
INC0200013,2025-11-26,8,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,2.97,Same day (1-24h),Staff3972002,M. Reyes
INC0200666,2025-11-26,12,Wednesday,WIE-343,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,32.67,Within a week,Faculty4595671,D. Lindqvist
INC0200737,2025-11-26,12,Wednesday,WIE-258,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,No,Resolved,0.03,Under 1 hour,Faculty154321,M. Reyes
INC0200263,2025-11-28,7,Friday,WIE-148,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,12.38,Same day (1-24h),Student5842636,S. Patel
INC0200032,2025-11-28,16,Friday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,992.45,Over a week,Faculty6724281,S. Patel
INC0200014,2025-12-04,18,Thursday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,485.5,Over a week,Faculty7554675,S. Patel
INC0200150,2025-12-05,16,Friday,WIE-441,Yes,NVX standard (2023),Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,414.08,Over a week,Student2825557,J. Whitfield
INC0200349,2025-12-10,12,Wednesday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,62.52,Within a week,Student4678614,D. Lindqvist
INC0200436,2025-12-11,14,Thursday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,1891.17,Over a week,Faculty4768636,M. Reyes
INC0200026,2025-12-13,7,Saturday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,3.7,Same day (1-24h),Faculty2880431,A. Okafor
INC0200423,2025-12-13,11,Saturday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,329.58,Over a week,Student6664104,A. Okafor
INC0200229,2025-12-18,12,Thursday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,0.35,Under 1 hour,Faculty391093,M. Reyes
INC0200230,2025-12-19,14,Friday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,494.88,Over a week,Staff7574448,T. Nakamura
INC0200571,2025-12-19,17,Friday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,12.33,Same day (1-24h),Student2530349,M. Reyes
INC0200298,2025-12-20,14,Saturday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,19.75,Same day (1-24h),Faculty3239093,M. Reyes
INC0200572,2025-12-22,10,Monday,WIE-404,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,145.35,Within a week,Student4721150,A. Okafor
INC0200027,2025-12-22,14,Monday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,Yes,Resolved,1468.95,Over a week,Student500160,L. Ferreira
INC0200670,2025-12-24,9,Wednesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,4.93,Same day (1-24h),Faculty1954430,L. Ferreira
INC0200671,2025-12-28,13,Sunday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,3.07,Same day (1-24h),Faculty5450104,M. Reyes
INC0200471,2025-12-30,9,Tuesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.22,Under 1 hour,Faculty5369203,A. Okafor
INC0200408,2025-12-30,18,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,9.13,Same day (1-24h),Staff7897483,R. Calloway
INC0200299,2025-12-31,12,Wednesday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,83.63,Within a week,Faculty3716037,K. Duval
INC0200379,2026-01-01,8,Thursday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.83,Under 1 hour,Student3793180,J. Whitfield
INC0200567,2026-01-02,12,Friday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,18.87,Same day (1-24h),Staff8702380,M. Reyes
INC0200131,2026-01-02,20,Friday,WIE-306,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,27.53,Within a week,Student4498157,D. Lindqvist
INC0200309,2026-01-02,22,Friday,WIE-355,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,328.02,Over a week,Student6084351,M. Reyes
INC0200165,2026-01-05,13,Monday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,1100.08,Over a week,Staff2688003,E. Marsh
INC0200006,2026-01-05,16,Monday,WIE-142,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Open,,Open,Faculty8930615,S. Patel
INC0200380,2026-01-06,15,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,22.02,Same day (1-24h),Staff8830589,S. Patel
INC0200675,2026-01-06,17,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,2199.88,Over a week,Student5242244,K. Duval
INC0200607,2026-01-07,11,Wednesday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.25,Under 1 hour,Student2946335,L. Ferreira
INC0200361,2026-01-07,13,Wednesday,WIE-205,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,184.28,Over a week,Faculty7998334,D. Lindqvist
INC0200300,2026-01-08,9,Thursday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,7.35,Same day (1-24h),Faculty1055672,J. Whitfield
INC0200310,2026-01-08,15,Thursday,WIE-355,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,2.87,Same day (1-24h),Staff7316498,A. Okafor
INC0200028,2026-01-08,16,Thursday,WIE-312,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Resolved,2012.17,Over a week,Faculty3685637,D. Lindqvist
INC0200472,2026-01-09,7,Friday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Open,,Open,Faculty8111355,D. Lindqvist
INC0200600,2026-01-09,10,Friday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,230.47,Over a week,Faculty1961400,L. Ferreira
INC0200738,2026-01-09,12,Friday,WIE-205,Yes,NVX standard (2023),AV Technical Support,Input switching failure,Yes,No,Resolved,0.25,Under 1 hour,Staff4195010,M. Reyes
INC0200254,2026-01-09,16,Friday,WIE-148,Yes,NVX standard (2023),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,14.73,Same day (1-24h),Student4867491,E. Marsh
INC0200615,2026-01-12,16,Monday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,83.47,Within a week,Student1862218,A. Okafor
INC0200166,2026-01-12,22,Monday,WIE-355,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,332.03,Over a week,Faculty6005072,M. Reyes
INC0200717,2026-01-13,8,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,0.93,Under 1 hour,Faculty3165523,A. Okafor
INC0200564,2026-01-13,19,Tuesday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Audio / microphone,No,No,Resolved,139.73,Within a week,Faculty7869257,T. Nakamura
INC0200411,2026-01-13,21,Tuesday,WIE-343,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,185.58,Over a week,Faculty5663406,D. Lindqvist
INC0200676,2026-01-13,21,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,0.03,Under 1 hour,Staff2079005,J. Whitfield
INC0200162,2026-01-16,10,Friday,WIE-110,Yes,NVX standard (2023),Lecture Capture,Capture scheduling / setup,No,No,Resolved,0.53,Under 1 hour,Staff2178034,M. Reyes
INC0200249,2026-01-16,13,Friday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,2.25,Same day (1-24h),Staff3114109,M. Reyes
INC0200231,2026-01-18,15,Sunday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,506.97,Over a week,Student9073659,J. Whitfield
INC0200461,2026-01-19,12,Monday,Unattributed,No,Unattributed,Consultation,AV consultation / training,No,No,Resolved,296.22,Over a week,Faculty8061243,M. Reyes
INC0200701,2026-01-20,13,Tuesday,WIE-508,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,2225.07,Over a week,Student5305390,K. Duval
INC0200250,2026-01-21,8,Wednesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,11.97,Same day (1-24h),Staff1298537,M. Reyes
INC0200678,2026-01-21,9,Wednesday,WIE-318,Yes,NVX standard (2023),AV Technical Support,Control system / touch panel,No,No,Resolved,7.4,Same day (1-24h),Student2305412,A. Okafor
INC0200330,2026-01-21,15,Wednesday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,134.53,Within a week,Faculty3578303,A. Okafor
INC0200062,2026-01-21,15,Wednesday,WIE-455,Yes,NVX early rollout (2021),AV Technical Support,Podium PC / login,No,No,Resolved,7.23,Same day (1-24h),Faculty2002249,T. Nakamura
INC0200618,2026-01-21,18,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,0.13,Under 1 hour,Student866405,S. Patel
INC0200560,2026-01-22,10,Thursday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,20.55,Same day (1-24h),Faculty7084160,D. Lindqvist
INC0200731,2026-01-23,14,Friday,WIE-110,Yes,NVX standard (2023),Consultation,AV consultation / training,No,No,Resolved,23.97,Same day (1-24h),Faculty3142620,M. Reyes
INC0200055,2026-01-25,10,Sunday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Capture scheduling / setup,No,No,Resolved,2681.78,Over a week,Faculty574581,E. Marsh
INC0200275,2026-01-26,9,Monday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,16.08,Same day (1-24h),Faculty5267401,A. Okafor
INC0200672,2026-01-27,10,Tuesday,WIE-312,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,676.03,Over a week,Staff5736668,M. Reyes
INC0200236,2026-01-27,11,Tuesday,WIE-148,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,57.45,Within a week,Faculty9312635,E. Marsh
INC0200735,2026-01-27,14,Tuesday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Open,,Open,Faculty2257329,L. Ferreira
INC0200072,2026-01-27,15,Tuesday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,705.5,Over a week,Student5667633,A. Okafor
INC0200103,2026-01-27,18,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Open,,Open,Staff3553228,R. Calloway
INC0200654,2026-01-28,18,Wednesday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,47.63,Within a week,Faculty4218191,A. Okafor
INC0200702,2026-01-28,21,Wednesday,WIE-508,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,Yes,Resolved,5.93,Same day (1-24h),Faculty7779079,A. Okafor
INC0200350,2026-01-29,15,Thursday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Control system / touch panel,No,No,Resolved,0.5,Under 1 hour,Staff9503431,A. Okafor
INC0200293,2026-01-30,10,Friday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,18.4,Same day (1-24h),Student9868587,T. Nakamura
INC0200073,2026-01-30,15,Friday,WIE-110,Yes,NVX standard (2023),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,1057.75,Over a week,Faculty7532325,M. Reyes
INC0200019,2026-01-31,11,Saturday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,7.42,Same day (1-24h),Faculty2747528,M. Reyes
INC0200612,2026-01-31,12,Saturday,WIE-312,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Resolved,396.52,Over a week,Faculty9930409,A. Okafor
INC0200005,2026-01-31,14,Saturday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,0.03,Under 1 hour,Student3852625,A. Okafor
INC0200251,2026-01-31,19,Saturday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.03,Under 1 hour,Staff5306058,M. Reyes
INC0200294,2026-02-01,9,Sunday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,1.37,Same day (1-24h),Faculty8887524,D. Lindqvist
INC0200463,2026-02-02,17,Monday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,2.6,Same day (1-24h),Faculty4644560,D. Lindqvist
INC0200395,2026-02-03,9,Tuesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,Yes,Resolved,4.58,Same day (1-24h),Faculty5032571,J. Whitfield
INC0200156,2026-02-03,14,Tuesday,WIE-352,Yes,NVX early rollout (2021),Lecture Capture,Capture scheduling / setup,No,No,Resolved,327.73,Over a week,Staff2294470,M. Reyes
INC0200679,2026-02-03,19,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Control system / touch panel,No,No,Resolved,0.92,Under 1 hour,Faculty6160486,D. Lindqvist
INC0200351,2026-02-04,11,Wednesday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Control system / touch panel,No,Yes,Resolved,0.35,Under 1 hour,Student9335257,S. Patel
INC0200104,2026-02-05,11,Thursday,WIE-404,Yes,NVX standard (2023),Lecture Capture,Capture scheduling / setup,No,No,Resolved,14.15,Same day (1-24h),Staff3442404,T. Nakamura
INC0200101,2026-02-05,12,Thursday,Unattributed,No,Unattributed,Consultation,AV consultation / training,No,No,Resolved,2099.65,Over a week,Staff2134417,D. Lindqvist
INC0200258,2026-02-06,9,Friday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.1,Under 1 hour,Faculty6832473,A. Okafor
